Coded,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
p47,0.0468024445582961,0.0494437219131962,0.3997657908219278,-0.4936549074141842,0.0395959891678255,0.0064516431237649,0.0169198644550977,0.0022744057333674,0.0133928328331991,0.0328092878577179,9.311264455097708,16269.832064700284,0.3056978701602869
p48,0.0475682845764589,0.0480094080306614,0.3956043956043955,-0.487681228852891,0.040572506512561,0.0058103272749049,0.021436041111477,0.0009807632934095,0.0136041620504835,0.0348110938108213,9.36330272180136,15414.038955594811,0.2988591789681707
p49,0.0513328046523922,0.0528033306899286,0.401533174729051,-0.5268503832936822,0.0385937086968014,0.0082669574411842,0.0292784541369283,0.0008144066481628,0.0127372720063441,0.0452691250330425,9.317051810732224,18361.962727993658,0.2931535818133756
p50,0.041386502543393,0.0413914386673397,0.3920552945287927,-0.628730066400031,0.0557449617520288,0.004307150234924,0.0291313038224672,0.0033750923389119,0.0117432990331223,0.0284675564011959,9.127139805071252,18458.336768531823,0.2993127014328427
p53,0.0507478343962275,0.0544439469037578,0.4103948981075635,-0.5104918465277632,0.0465734643428405,0.0085076092149816,0.0216657848152225,0.0019480253254118,0.0130583663973077,0.0442648019277508,9.412771162674753,18569.57205176676,0.3021043228982737
p54,0.0438413461538461,0.0411372863247863,0.4663461538461538,-0.5979527243589743,0.0683760683760683,0.0038317574786324,0.0472834081196581,0.0005670401442307,0.011463969017094,0.0354174679487179,9.642681089743588,18912.125801282047,0.3023504273504273
p56,0.0465538442381923,0.0522150991829736,0.3975939388714883,-0.4272658927425457,0.0478721875808166,0.0070710544716148,0.0145058281275442,0.0004578079943105,0.0129619282970795,0.0357915433464555,9.332864812313822,17215.385266706897,0.3046943095504918
p57,0.0430770704391394,0.0422527851458885,0.4425287356321839,-0.7379650751547303,0.0487768936044798,0.0043328323017978,0.0353797789566755,0.008909309379605,0.0112079870321249,0.0335675950486295,8.684579428234601,18806.6895078102,0.3013557323902151
p58,0.0490690830908222,0.0405771141901576,0.4323719758502367,-0.5681992789818877,0.0529687703600747,0.0057379229466185,0.0322418086609043,0.0017564760224558,0.0125519285062763,0.0329769643400078,8.935122312470138,15309.860726230292,0.3027407375233462
p59,0.0515332599118942,0.050130943747882,0.4695018637749915,-0.492767112843104,0.0354540833615723,0.0071837216197899,0.0192137962851575,0.0035553521357167,0.0145283632666892,0.038728075228736,9.214232251779055,15356.835267705863,0.3043883429345984
p60,0.0468428999088897,0.0485442752397067,0.3752874311249945,-0.465331879908022,0.0546444531216104,0.0053561434335546,0.018570457568658,0.0001807151603106,0.0116438045034491,0.033899889366133,9.048679009935357,16102.67536552562,0.3041997483621848
p62,0.04850678601507,0.0457638100810148,0.3992159376327577,-0.5879447951525268,0.0488995550520596,0.007205623337035,0.0250246394554791,0.0018624028273199,0.0126490955706438,0.0357157296922629,9.122434200621583,16995.607968816377,0.3023857258912001
p63,0.0522496443271538,0.0480820159862726,0.383958340120983,-0.5251901030636736,0.0417847717720652,0.0090761590590688,0.0161403065813051,0.0013625618390729,0.0139890431042908,0.0350460837976085,9.628599029094582,15492.61392391316,0.30747510290077
p64,0.0418961727927245,0.0469484653277756,0.47139067828723,-0.567940507768094,0.0466085638499431,0.0038897688518378,0.0295529480863963,0.0002174874611595,0.0128559302766199,0.0356161424782114,9.697617658203864,19065.386131110274,0.3076923076923077
p66,0.045713533584571,0.0585803413877189,0.429893593438262,-0.5272890157393038,0.0417867435158501,0.0071206051873198,0.0132405057636887,0.0033605877964974,0.0125217412990467,0.0406994236311239,9.283947628020394,15220.367878519177,0.306362225670583
p67,0.049219559391021,0.0547556077000923,0.385138065635391,-0.4502094950011676,0.0472303466376041,0.0078712291900668,0.0124311221545578,0.0020621268841538,0.0138184517520935,0.0382586136720009,9.358957440419923,15932.817339664816,0.3031661124765071
p68,0.0443822971548998,0.0461718651211801,0.4236301369863013,-0.54705416227608,0.0380400421496311,0.0058518809272918,0.0341419525816649,8.479074657534246e-05,0.0133977370916754,0.0384460063224446,9.467304820864067,18752.48493150685,0.299367755532139
p69,0.0496110490006271,0.0448890627982439,0.4141466473972677,-0.5759607067870095,0.0383388323834973,0.0061348403457584,0.0305691544733182,0.000678037558967,0.0123125596487879,0.0378792026831729,8.88509756496605,17803.50933929594,0.3042565375071578
