artistName,trackName
Kenny Sebastian,Wake up Next to You
Rnla,Free With You
The La's,There She Goes
The Foundations,Build Me Up Buttercup
The Proclaimers,I'm Gonna Be (500 Miles)
Ray Charles,Hit the Road Jack
Frankie Valli,Can't Take My Eyes off You
The Cure,Boys Don't Cry
xolair,idfc - Instrumental Slowed
Jackie Xan,I Don't Sleep
The Mamas & The Papas,California Dreamin' - Single Version
Manchester Orchestra,The Gold - Phoebe Bridgers Version
Preet Sandhu,Gutt Ch Paranda
Rishi Rich,Over You
How to Be a Better Human,How To Pitch Your Best Ideas | WorkLife with Adam Grant
Wajahat Hasan,Jabse Mili Hai
Homeboy,Banger
Siddharth Basrur,Parwah Nahin
Ananya Nanda,Padhoge Likhoge
Merve Özbey,Yerle Yeksan
Reynmen,Yalan
Zeynep Bastık,Ara
Ece Mumay,Vanilya
Oğuzhan Koç,Aşkın Mevsimi
EDIS,Martılar
Mustafa Ceceli,Salıncak
Ebru Gündeş,Çingenem
Melek Mosso,Hayatım Kaymış
Kurtuluş Kuş,Karalaya Karalaya
Bellakath,Gatita
Piseiro original,Eu Te Amo Tanto Iguinho
TWISTED,WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1
Roop Bhullar,Bp Up
Gminxr,Hustlin'
a4,You Got Me Right Now
Gagandeep Thamber,Izhaar
XO TEAM,Reason
POSSSH,Pubg Rap Anthem
P$C,Do Ya Thing (feat. Young Dro)
Celldweller,Shapeshifter (feat. Styles Of Beyond)
Dieselboy + Kaos,Barrier Break
8Ball,Hands In The Air
Yung Redd,Day N Night
Shogun,2 FAST 2 FURIOUS
Roy Jones Junior,Ya'll Must've Forgot
Sean Biggs,Never Gonna Get It
Disturbed,Decadence
REDZED,Gasoline
The Prodigy,You'll Be UNDER MY WHEELS
"P$C, T.I.",Do Your Thing
Hush,Fired Up
Suni Clay,My Hood (Full Mix)
Stratus,You Must Follow - Evol Intent VIP
Jamiroquai,Feels Just Like it Should
Evol Intent,Broken Sword
Mastodon,Blood and Thunder
ILS,Feed The Addiction
DJ Spooky Vs. Dave Lombardo,B-Side Wins Again
Nadine Lustre,St4y Up
NÏKA,Future Lover
Davy,Dekhya Kite
Khan Saab,Tod Gayi
Kunwarr,All Lies
Animal Kingdom,Get Away With It
John Newman,Love Me Again
Bhaskar Bose (Hindi Thriller Podcast),Shikaar Ka Shikaar - Part 1
Bann Chakraborty,Mar Jayian - Sad
Sukanya Purkayastha,Pani Da Rang - Female Vocals
Mani Longia,2 Kamm
Ilkan Gunuc,Polkka
Little Sis Nora,MDMA
KYANU,Ghost
Obie Trice,Pistol Pistol (Remix)
Babbulicious,Gaddi Red Challenger
West,Euro$tep
Sandro Silva,Running Back
Tarek.S,Tell Me
Sourav Verma,Safar - Slow+Reverb
Kishan Bairwa Kanyakheri,I Miss You Chiku
Saadi Ananya,Lima
Fadu Rapper,Kash Koi Mil Jaye
oof.joty,Piya More Get Into It
Maria Hiya,Tonni
Mohitveer,Mix talashi
Rauf,Never lie to me
Dj Nitish Nishad,breakup Rap
EXE ROHIT,Bandeya Rey Bandeya - Lofi
f(x),Papi
KAYTRANADA,Vex Oh (feat. Eight9FLY)
Th3 Gunna,Cum For Me
Banda MS de Sergio Lizárraga,Qué Maldición
Jesse Brown 89,Aladeen Madafaka - Original
Kasmi Rachid,Malina
Rachid Taha,Barra Barra
Am Pac,Route
DJ Akhil Talreja,Tere Bina x Love Me Like You Do
Mudo Mix,El Pasito De La Martita
Sody Desi Boy,Lollypop Jila Top
Primodrum,LAY LAY
Amrita Kak,Dhinka Chika
Essimo !,Catastrophe nationale
Mr. Buk em Down,You can Call
Shraddha Pandit,Bipasha
Anmol Malik,Nagin Dance
stupidity is #trending,"hey, mickey! sped up (oh mickey you’re so fine)"
Tochi Raina,Madari Ka Bandar
Vinod Dubey,Kya Leke Aayo Jagme
JUVENILE,Sets Go Up (feat. Wacko)
Hyper,We Control
Static-X,Skinnyman
Robinson,Ayo Girl (Fayahh Beat) [feat. Rema]
J Star,Na Na Na Na
Rohanpreet Singh,Gham Khushiyan
Costa D'Ret,Pegasus
Shraddha Kapoor,Bezubaan Phir Se Reprise
Marian Hill,Down
Dhruv Muze,Pata Nahi kis Roop mai Aakar Narayan Mil Jayega
Pawam Choudhary,Pata Chalgea[SLOWED+REVERB]
Shalmali Kholgade,Shakira
South Park Mexican,Filthy Rich
Nas,Life Is What You Make It (feat. DMX)
Indi Maan,Samaan
The Carey James,Rich and Lonely
Bxgdan,Rich N' Lonely
Ragasur,Teri Choodiyon Ki
Kaka,Keh Len De
A.S. Kang,Aish Karo
Jenny Johal,Narma
Randy J,Notorious Jatt (feat. P. Gill)
PBN & Raj Bains,Phatte Chuk Di
Specialist,Nach Ke
Gurinder Seagal,Gf Bf
"Honey , Badshah",Choot Vol. 1
Bhag Bc,Chal Hatt Bahen Ki Lodi
Nawab,Expert Jatt
Kumar Shivam,Hamra Maal Ke
Antra Singh Priyanka,Bhag Re Bhosdiwala
cucu,I Don't Trust Nobody
Ajay Malakar,Hasti rahe tu (Saathiya..) - Cover
Manj,The Pappi
Srushti Tawade,Main Nahi Toh Kaun
Ideology,Yachana Nahi Ab Ran Hoga | Ashutosh Rana | Ideology
Imran Khan feat. Lucky,Ni Nachleh
Jeremias Fürst the Gamer,Coffin Dance
Smallpools,Dreaming
Robert DeLong,Here
David Dallas,Runnin'
Guards,I Know It's You
Bloc Party,Ratchet
Chinza Dopeness,T.U.B.E.
Nine Inch Nails,Copy Of A
Kyle Walker,Strut
Harkirat Sangha,God's Art
Hiten,Munde Munde
Mansimran Sandhu,Haari
Vaibhav Bagmar,Jungle Jungle Baat Chali Hai
Resh,Mogli
Sajid Khan,Rowdy Mix
Stereo Nation,Ishq
Tawsen,Safe Salina
Karpe,PAF.no
Lojay,Monalisa
Burak Kut,Benimle Oynama
MiC LOWRY,Legless
Andy,Shaytanat
Habib Qaderi,Yaarakem Amad
Jimmy Fallon,It Was A… (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion)
Himmat Sandhu,Aloof
Yung Bae,"Bad Boy (with Wiz Khalifa, bbno$, MAX)"
Dosanjhia,Dream Girl
Navvy,No Hook
Kevin Krissen,Higher Love
Shreyas Narasimhan,En Uyire
SNI,Never Were Mine
Glenn Callin,Kiki Do You Love Me
JANTU,IN MY BAG
CEO Trayle,Craxk Flow
Summrs,Pilates
Jay Purp,Tokyo Ghoul
Rot Ken,Same Slums
Unstoppabletwins,Volume 2
Bodhi Tree,Gaand Mein Danda
Rahul Goswami,Bole Jo Koyal Baago Mein
Raf Saperra,Snake Charmer
Nikita Ahuja,Teri Yaadein Zinda
Abhishek Ray,Pyaasi-Pyaasi
HUSTINDER,Nachdi To'n
Thug Life,All Eyez on Me Remix
Cloke,Novocaine 2
Nerve,Chose To Believe In You
Omar Andino,Used To Be
Irshad Khan,Haryana Hood
Keshav Tyohar,Poora Hua
MR Rxx,Husan Ka Aasiq
True Story Bro! with Triggered Insaan,Gap Shap Te Kunal Chhabhria 
Dr. Vikas Divyakirti Podcast,Self Confidence vs Narcissism । Dr. Vikas Divyakirti
Indian Animators,When Shinchan reacts to horror videos | Ft. NOT YOUR TYPE | Shinchan horror episode 
Yesha Dhiman,Ijazat (full version) cover song by Yesha Dhiman 
Rajat chauhan | Comedian | Standup,"Rajat Chauhan | Delhi Metro, Rajiv chowk & E-rickshaw Stand-up comedy by Rajat Chauhan"
SONU SHARMA SHOW,जिंदगी बनानी है तो Challenge लो ! Sonu Sharma Motivational Podcast! 
RICH DAD POOR DAD IN HINDI,RICH DAD POOR DAD IN HINDI - Ep 1
Sanskari Sex,"Thailand, Bangkok Aur India Ke Launde"
BB Ki Vines,Group study - Bhuvan Bam
"Bk Shivani, Sister Shivani, Shivani Didi, Sister Shivani With Suresh Oberoi",Ep 73 Soul Reflections Can Everyone BE SUCCESSFUL?: : BK Shivani sister shivani
Reachosho,सुख को हमेशा दुसरो में ढूंढ़ना | Always Looking for Happiness in Others | Reachosho speech in Hindi
India Unveiled:The History Of India ,The History Of India Episode 1: Vascodagama (Hindi)
Psychology In Hindi,How To Stop Being Average || Reach your maximum potential 
STUDYIQ UPSC PODCAST HINGLISH,UPSC GS2 CONSTITUTION | PREAMBLE
Pehla Nasha: Pehle Pyaar ki Kahaniyan,Shaadi Ke Baad
Chanakya Niti,हमारे देश का कल का भविष्य आज की युवा पीढ़ी पर आधारित है। 
Duckwrth,Start a Riot
Thutmose,Memories
Ski Mask The Slump God,Save The Day (feat. Coi Leray & LouGotCash)
Beau Young Prince,Let Go
DJ Khalil,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)"
K.S Makhan,I Am Back
Hopsin,You Should've Known
阿勒勒,玛莎啦DJ
Pranaay,"Get Ready To Fight Again (feat. Anand Bhaskar, Jatinder Singh, Siddharth Basrur, Big Dhillon)"
Chaar Diwaari,MERA SAMAN KAHAN HAI?
The Seige,"Arise (From Marvel's ""Cloak & Dagger"")"
Ravindra Raj,Lagai Dihi Choliya Ke Huk Rajajk - Bhojpuri
Manoj Mishra,Choliya Ke Hook
DJ Goja,Crazy
Cornel Dascalu,Falling
Yunay,I'll Walk Alone
Lynnic,To The Ground
Ovylarock,Let Them Go
Choujaa,Don’t Let Go
Sherman de Vries,Better
The Kith,Easy
Matt Steep,Overtaking
Vowed,Over/Under
Elemer,Sweet Dreams
Max Martis,Deja Vu
Alure,On Repeat
Freaky DJs,Paradise
Zepidix,Take me high
Xcho,Малая
Yandel,Yankee 150
Lotus,I Don’t Feel
Shree Brar,Yahama
Deepak Dhillon,Jail
Jazzy B,This Party Getting Hot
Tainy,LA BABY
Faris Shafi,Introduction
普拉格提·約西,Padman Madman(電影《印度合夥人》主題曲)
Harsh Junwal,Bharat Ka Baccha Baccha
The Hollywood LA Soundtrack Orchestra,"Jai Ho - From ""Slumdog Millionaire"""
Yvvan Back,Good Things
Sam Wiseman,Night & Day
Shlovij,Umar Meri 26
Wicked Sunny,Sexy Lag Raha Tha
Oriental Chillout,Manali Trance
MC Bijju,Guess Who's Back
Rakim,Guess Who's Back
Lionel Richie,Hello
Sting,Desert Rose
Yadav Rajan Rashiya,Saj Ke Sawar Ke
Mareux,The Perfect Girl
FindMyName,Show Me Your Back
Marnik,Boyz In Paris (with VINAI)
motty,inuria 2
SARRB,Footage
Beast Inside Beats,Location
Diesby,"Duppata (From ""Jugjugg Jeeyo"")"
Addy Nagar,Kaley Sheshe
Dilpreet Dhillon,Taur
S3BZS,MONTAGEM - PR FUNK
The Hrexx,Bagad Bam Bam - Shiv Rap Song
Ganesh Hegde,Main Deewana
Wildcrow,Take My Time
The Naked And Famous,Hearts Like Ours
The Colourist,Little Games
Miles Kane,Don't Forget Who You Are
The Chain Gang Of 1974,Miko
Olympic Ayres,Magic
Oliver,Mechanical
OK KID,Am Ende
Marcelo D2,Você Diz Que O Amor Não Dói
Los Rakas,Hot
Karol Conká,Boa Noite
Illya Kuryaki & The Valderramas,Funky Futurista
Foals,My Number
De Staat,Down Town
Dan Croll,Compliment Your Soul
Crystal Fighters,Love Natural
Neelkamal Singh,Heroine
Dorwin John,Gaya Gaya
Phoenyx,Titli (Dubstep Version)
Sidd Coutto,Right By Your Side
Sarthak Sachdeva,Tum Se Hi Unplugged
Guts,Come Closer
The Harmaleighs,Don't Panic
Sylvan Esso,PARAD(w/m)E
Chris Staples,Golden Age
Japanese Breakfast,Boyish
Dionne Warwick,(There's) Always Something There to Remind Me
Beirut,The Canals of Our City
Rufus Wainwright,Cigarettes And Chocolate Milk
The Strokes,Selfless
Alexandra Savior,Cupid
The Maccabees,Toothpaste Kisses - Bonus Track
The Lovin' Spoonful,(Till I) Run With You
Gloria Laing,Why Can't I Have You
Day Glo,True Romance
Shakey Graves,Mansion Door
Rapt,Siren Bay
The Association,Windy
Heartless Bastards,Only for You
Ginger Root,Le château
Barbara Lewis,"Baby, I'm Yours"
Peter Cat Recording Co.,Heera
Pulp,Bar Italia
Fleet Foxes,Mykonos
Her's,Marcel
Gillian Hills,Zou bisou bisou
Vashti Bunyan,Some Things Just Stick In Your Mind
Big Thief,Paul
Pickin' On Series,New Slang
Don McLean,American Pie
Andy Shauf,Quite Like You
BROS,Hopelessly
Morgan Powers,Black Coffee
Fionn Regan,Collar of Fur
Devarrow,Little Road
The Beach Boys,God Only Knows
Sibylle Baier,I Lost Something in the Hills
Kimbra,Cameo Lover
Lola Marsh,Wishing Girl
Fuzzy Bumble,Any Other Way
Motopony,I'm Here Now (Bonus Track)
Holy Hive,Be Thou By My Side
Pankaj Mullick,Piya Milan Ko Jana
Lonely Benson,Strawberry Afternoons
Two Door Cinema Club,Sun
Elan Noon,Blue
Wild Child,Alex
Mild Orange,Freak In Me
Jozy,Monotony
Andrew Bird,Roma Fade
T.hanks,All The Boys I Know
Joshua Burnside,Holllllogram
Coco,Empty Beach
Feng Suave,Half-Moon Bag
Lake Street Dive,I Can Change
Wesley Schultz,Bell Bottom Blues
Ben Zaidi,Irene.
Alice Phoebe Lou,Lover / / Over the Moon
The Zombies,This Will Be Our Year [Mono]
Yusuf / Cat Stevens,The Wind - Remastered 2021
Travis Bretzer,Misty Morning
Meadows,The Only Boy Awake
Former Belle,I Was Waiting for You
This Is The Kit,Moonshine Freeze
Blondie,In The Sun - Private Stock Single Version / Remastered
Okey Dokey,Modern Chemistry
Caamp,Vagabond
Haley Heynderickx,Fish Eyes
Kate Bollinger,Yards / Gardens
The Tallest Man On Earth,Revelation Blues
Anupam Mukherjee,Aaj Phir Kyu
The Copper Children,Drugs & Liquor
José González,The Forest
Santo & Johnny,Sleep Walk
Paul Simon,50 Ways to Leave Your Lover
Ivan & Alyosha,The Worth Of The Wait
Cameron Avery,C'est Toi
Shadow and Light,Kahaani
Jidanofu,Drink A Yak
Billy Swan,Don't Be Cruel
Lunar Vacation,Swell
DYAN,Of Love
Patty Griffin,Long Ride Home
Workman Song,"No, It's Not"
Dandelion Head,What the Hell
Faye Webster,Kingston
The Happy Fits,Right Through
Penny and Sparrow,Eloise
Daggy Man,Save Me Cake
Lady Lamb,Crane Your Neck - Remastered
Father John Misty,Nancy From Now On
The Staves,In the Long Run
Bonny Light Horseman,Deep In Love
The Monkees,Me & Magdalena
Westerman,Mother Song
Badfinger,Baby Blue - Remastered 2010
First Aid Kit,All That We Get
Atta Boy,Walden Pond
Hand Habits,Flower Glass
Octave Lissner,For Drunken Poet
The Shacks,Left It With The Moon
The Who,I Can't Explain
Tom Waits,I Hope That I Don't Fall In Love With You
Henry Jamison,Real Peach
John Callahan,Texas When You Go
Alchemy,Sakhi Tore Naina
Arthur Sharpe,Flowers Theme
All Sons & Daughters,Paris (Refuge)
Banes World,You Say I'm in Love
The Brummies,Drive Away
Emitt Rhodes,Lullabye
Elliot Root,Punks and Poets
The Bombay Royale,Henna Henna
Bridget Leen and The Houseplants,Maybe I'm Crazy
Jakob,All Your Love
Kid Bloom,Different State of Mind
Ten Fé,Waterfalls
Jack Stauber,Buttercup
Nico,These Days
Harmless,Swing Lynn
Molly Burch,Downhearted
Nataly Dawn,Maybe a Love Song
Tommy James & The Shondells,I Like the Way
Rilo Kiley,Let Me Back In
"Whatever, Dad",Death of the Phone Call
Dreamgirl,Teenage Blue
The Velvet Underground,Pale Blue Eyes
The Moody Blues,The Story In Your Eyes
Nap Eyes,Mixer
Meernaa,Good Luck
Soccer Mommy,Switzerland
Roo Panes,Little Giant
Menomena,TAOS
Sidney Gish,Persephone
Golden Smog,Please Tell My Brother
Kesarbai Kerkar,Mhare Dere Aao - Desi
Gabriel Kahane,Slow Down (feat Sufjan Stevens)
The Lemon Twigs,Beautiful
Rayland Baxter,Without Me
Erlend Øye,Estate
HAWAI,Hiding Low
Billie Holiday,Solitude
Bauhaus,All We Ever Wanted Was Everything
Chet Baker,I Get Along Without You Very Well (Except Sometimes) - Vocal Version
Alex Ebert,Lets Make a Deal to Not Make a Deal
Ankit Amoli,Pehli Mohabbat
Ravi Gargar,Pehli Mohabbat
Varsity,A Friend Named Paul
Mk.gee,i
Fenne Lily,On Hold
Roland Faunte,Hand Over Hand
Abe Abraham,Where the Skies Are Blue
Guantanamo Bay Surf Club,Escargot Blues
Blind Pilot,Oviedo
Queenadreena,Weeds
Stan Getz,The Girl From Ipanema - Single Version
Blackaby,Semolina
Dan Auerbach,Never in My Wildest Dreams
Goth Babe,Sometimes
Robert John Ardiff,People Talking
Yellow House,Love in the Time of Socialism
Bendigo Fletcher,Wonderfully Bizarre
CAN,She Brings the Rain
Anna Tivel,Illinois
Trash Panda,Check Please
Horse Feathers,Thistled Spring
Keaton Henson,Metaphors
junodream,To the Moon
The Crystal Casino Band,Jamie
Diana Ross,When We Grow Up
The Secret Sisters,Tennessee River Runs Low
Sipper,Adam Driver
BAILEN,Rose Leaves
Elohim,Hallucinating
Beeches,Blackbird
Delaney Bailey,j's lullaby (darlin' i'd wait for you)
Rie fu,Life is Like a Boat
Rosie Carney,Thousand (feat. Lisa Hannigan)
JR JR,Clean Up
Houndmouth,Sedona
Samia,Milk
Keenan O'Meara,Misery Is You
Foxwarren,Sunset Canyon
The Wild Reeds,Everything Looks Better (In Hindsight)
Release The Sunbird,Best Thing For Me
Flyte,White Roses
Many Voices Speak,Video Child
Zuli Jr.,fuzzy
emawk,someone
Perfume Genius,Valley
Cocoon,I Got You (feat Lola Marsh)
Ralph Castelli,Good Morning
Whitney,No Woman
Princess Chelsea,Cigarette Duet
The Memories,Go Down on You
Vacations,Young
Medusa Box,Fake Emotions
Charlie Cunningham,You Sigh
The Moldy Peaches,Anyone Else But You
Bill Withers,Use Me
George Harrison,If Not For You - Remastered 2014
Glorietta,Sinking Ship
Karen Dalton,Reason to Believe
Chris Norman,Stumblin' In
Parekh & Singh,"I Love You Baby, I Love You Doll"
Josh Turner,Your Man
Royal Blood,Figure It Out
Zoe-blu Shantos,XVII First Love
Madison Cunningham,Pin It Down
Soda Island,Secret Garden (feat. Merival)
Nicole Reynolds,In The Morning
S. Carey,Yellowstone
Horse Jumper of Love,Ugly Brunette
The Fleetwoods,Come Softly To Me
Jack Stauber's Micropop,Baby Hotline
Methner,Get Up & Get Away
Jubël,Dancing In The Moonlight (feat. NEIMY)
Deftones,Be Quiet and Drive (Far Away)
Harry Nilsson,Everybody's Talkin'
Juice Newton,Queen Of Hearts
The Alan Parsons Project,Eye In The Sky
Kurt Cobain,And I Love Her
Far Caspian,Let's Go Outside
Ollie MN,In Quiet Rooms
Goldspot,Rewind
The Mills Brothers,You Always Hurt The One You Love
Dreamliners,Just Me and You
Vic Damone,Stella By Starlight
Jay Jay Pistolet,Vintage Red
Bombay Bicycle Club,Reign Down
Liza Anne,Closest To Me
Jackson Browne,These Days
Gilbert O'Sullivan,Alone Again (Naturally)
The Barr Brothers,Beggar in the Morning
Vasco,Picnic Rose
Laura Marling,Only The Strong
Champagne Lane,Up to You
Raju Punjabi,Aacha Lage Se
Dhanda Nyoliwala,Up To U
The Cardigans,Lovefool
La La Land Cast,Another Day Of Sun
The Fratellis,Whistle For The Choir
Snowmine,Let Me In
Alex Turner,Glass in the park
Jimbo Mathus,Sweet Oblivion
Lula Wiles,If I Don't Go
Lullatone,Leisure Gardening
The Doors,People Are Strange
"The Good, the Bad & the Queen",History Song
Racoon Racoon,Our Love's Funeral
The Helio Sequence,Mr. Tambourine Man
King Harvest,Dancing in the Moonlight
Jimmy Clanton,Another Sleepless Night
isaac gracie,love (aint always so good)
Jackson C. Frank,My Name Is Carnival - 2001 Remaster
Julianna Zachariou,Subway Song
No Vacation,Mind Fields
Langhorne Slim,Changes
The Bobby Fuller Four,I Fought the Law - Single Version
Francis and the Lights,He Was a Good Friend
Lucy Rose,Middle of the Bed
Tigercub,Control
Mutual Benefit,Come to Pass
Jackson Wang,100 Ways
Skinshape,I Didn't Know
Drug Cabin,Handsome
Dire Straits,Wild West End
"Crosby, Stills, Nash & Young",Our House
Jethro Tull,Wond'ring Aloud
The Kinks,Waterloo Sunset - Mono Version
Noble Son,Elvis
Chelou,Halfway to Nowhere
M. Ward,Chinese Translation
Mellow Fellow,You'll Be Alright
MyKey,Was It Something I Said
The Avett Brothers,February Seven
Benji Lewis,Drift
León Larregui,Brillas
WILLIS,I Think I Like When It Rains
Timber Timbre,Run From Me
Belle and Sebastian,There's Too Much Love
Imaginary Future,Here Comes the Sun
The Wailin' Jennys,Wildflowers
George Ogilvie,Foreign Hands (George's Version)
Kenny Rogers,Lucille
Nina Simone,Feeling Good
Surinder Kaur,Kala Dooria
Keren Ann,Jardin d'hiver
Sumie,Fortune
Josh Dillard,Old Ojai
Pyer,Soar
Alfie Templeman,Yellow Flowers
Tow'rs,Belly of the Deepest Love
Ella Grace,Pieces
Anthony Lazaro,Something New
Blanco White,Olalla
The Honeysticks,Out Like a Light
Scott Orr,Fall Apart
Sure Sure,New Biome
jagger finn,Vas
America,Sister Golden Hair
Beach Fossils,Down the Line
McRocklin,Clear Skies
The Ponderosa Twins Plus One,Bound
Celeste Krishna,Come on and Move Me
Tall Heights,Spirit Cold
The Essentialists,Magnolia
Ben E. King,Stand by Me
Honeywhip,Flowers
Poco,Crazy Love
Ari Roar,Take Me Over
The Edgar Winter Group,Free Ride
Fazerdaze,Lucky Girl
D. V. Paluskar,Kukubh Bilawal
Andie,one foot in the grave
Honeywater,7 Hours Ago
John Craigie,I Am California
Mazzy Star,Look On Down From The Bridge
Peter Bjorn and John,Young Folks
Iron & Wine,This Must Be The Place
Mark Roswell Trio,It Might As Well Be Spring
Billy Charlotte,Everytime We Say Goodbye
Leo Krepper,Chelsea Bridge
Lachlan Wright Trio,You're Just Full of Inspiration
Moonside Trio,Old Person Eyes
Bladverk Band,Varenne
The Tealeaf Jazz Trio,Fines Doubled
Kendrettes,It Never Rains In Florida
Mandevilla,Views Of Dawn
Hara Noda,At Dusk
Light Hands Trio,London Plane
Halcyon Jazz Band,My First Choice
Jon Belle,Here's That Rainy Day
Madeleine West,Sometime Ago
Reuben Plays,You Left Your Mark On Me
Shannon Lay,The Moons Detriment
Wilco,"Jesus, Etc."
Kings of Convenience,Boat Behind
Huron John,Maple Syrup Tears
Watchhouse,Jump Mountain Blues
Norris Walker Trio,In The Normal World
Gottfried Barber Trio,Hometown Again
Art Hirahara,Ascent
Will Rivers Trio,Through The Years
Angela Rowles,On The Street Where You Live
Cleo Lounge Trio,Blue Quarter
Courtney Salas Group,I'm Through With Love
6th Street Jazz,Like Jazz or Something
Leonardo Mendonça,There Will Never Be Another You
Mike Coen,Easy To Love
Steve Blumenthal,Some Other Time
Joyce Trio,Luna
The Central Park North,For Theodora
Sodermalm Strand,Someone Elses Love
Brandon's Three,desire strongly
Three Four Trio,"Forget About It, Al"
Aurelius Markus Trio,Love by the Shore
Luc Brooks,London Plane
Bruce Willmington & Co,Chances Are
Jaymay,Niagara Falls
Townes Van Zandt,I'll Be Here in the Morning
Fruit Bats,Seaweed
Fake Laugh,Better For Me
Magnolian,The Bride & The Bachelor
Kevin Krauter,Fantasy Theme
Roman Lewis,Mindless Town
HalfNoise,As U Wave
Luke Sital-Singh,Harvest Moon
Angelo De Augustine,Carcassonne
Strawberry Mountain,Harsh Augmented Reality
Florist,Eyes in the Sun
Bryce Dessner,Neptune
Gus Dapperton,"Prune, You Talk Funny"
Tree Theater,Lover
Wet,Still Run (feat. Starchild & The New Romantic)
Tennis,Island Music
Bill Callahan,Too Many Birds
Emma Peters,Clandestina - Version acoustique
Rogue Wave,Eyes
Tamino,Indigo Night
Kane Strang,My Smile Is Extinct
second thoughts,nicotine stains
Phil Collins,In The Air Tonight - 2015 Remastered
Josh Lavender Trio,Midnight Lines
Lick Neon,Slip
KTZ Players,Balladeering
Moonlight Jazz Trio,Apple Crumble
Charlie Regan Three,The Thrill Is Gone
Tore Lundblad,You Softly Breathe
Loft Trio,Simple Things
Marc Henley Trio,Fleet Street
Flatland Park,Bring Some Lovin'
Trio Del Norte,Early Morning Thoughts
Duponte et Duponte,Chimes
South North,I've Never Been in Love Before
Sally's Trio,Life In Paradise
More than Jazz,Willow
Bill Parker,Look For The Silver Lining
Johnny Flynn,Einstein's Idea
The Saxophones,If You're on the Water
James Earle Trio,Mornin
Turning Trio,Ripples of a Stream
Holborns,Elise
Henry Lindon,First Season
Magpie Jazz Trio,Forever Promises
CMC 3,Spring Came Early
Meadow Park,Without A Song
Pimm's Trio,Miles and Miles
Eugene Lambert,For Heavens Sake
OCULA,Green Willow
Flexible Fire,La Cumbre
Korn,Falling Away from Me
Bombay Bandook,Azad
SALES,Big Sis
Brenda Lee,Rockin' Around The Christmas Tree
Sophia Viggiano,Sweet Boy
Durand Jones & The Indications,Ride or Die
L'Indécis,Soulful
Tom Stills Quartet,For the First Time
James Jackson Jazz Trio,Juniper Leaves
Bedford and 7th,No Matter What
Bill Walton,Star Eyes
Green Trio,Morning Light
Meadowpoints,Everything I Love
Goldilocks Trio,I'll Be Seeing You
Barrie,Darjeeling
Usha Iyer,Good Times And Bad Times
The Handsome Family,So Much Wine
Keanan Field Group,"I Loves You, Porgy"
The Blue Green,It's You Or No One
Alan Parsons,Blue Blue Sky II
Ivy to Fraudulent Game,blue blue blue
Nancy Sinatra,Sugar Town
Bessie Smith,Reckless Blues
Neil Diamond,Song Sung Blue - Single Version
Cat Clyde,You Were Born to Die
Mike Slap,Blue Blue Blue
Thomas Porter,BLUEBLUEBLUE
Marty Robbins,Love Is Blue
Paul Mauriat,Love Is Blue
Nilüfer Yanya,Baby Blu
John Boulter,"Blue, Blue, My World Is Blue"
Crishna,Blue Blue Sky
iamamiwhoami,blue blue
"Car, the garden",Blue Blue
Trevor Lyttleton's Light Music,Blue Blues
Don Gibson,"Blue, Blue Day"
Noel McKay,"Blue, Blue, Blue"
Björk,It's Oh So Quiet
The Buttertones,Orpheus Under the Influence
落日飛車 Sunset Rollercoaster,Burgundy Red
Loving,Bowlly Goes Dancing Drunk into the Future
Stiig,Blue Loop
The Marcels,Blue Moon
Bob Dylan,Tangled up in Blue
Baltic House Orchestra,Blue Monday (From the 'Wonder Woman 1984' Trailer)
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster
New Order,Blue Monday
Nits,The Blue Car
Bonepony,Colour Blue
Foreigner,"Blue Morning, Blue Day"
Keith Urban,Blue Ain't Your Color
Dinah Washington,Am I Blue
John Fogerty,Blueboy
The Book Club,"Blue, blue"
Shanes,Blue Blue Feeling
Blue Swede,Hooked On A Feeling
Coconut Records,Dakota
M.A.G.S.,Drugs
Joel Lyssarides,A Better Place
Clover Post,A Knock On The Door
Rudy Winston,Stormy Weather
The Sweetgreens,Tammy's Song
High North Trio,For Ellen
LaSalle Street Trio,Fading Lights
The Mill Basin Band,Younger
Danny Ryan Jazz Band,Nothing Lasts Forever
Old Town Trio,The Turning Point
Mandy,The Nearness Of You
Dusty Diamond Trio,Going Our Separate Ways
Ray Horne Trio,Last Time
Luke Temple,The Birds of Late December
"Parks, Squares and Alleys",We're Not Just Friends
Jazmina Tozer Three,Closing Doors
Nouveau Jazz Trio,They Say It's Wonderful
Marcin Wasilewski,Ballad Of The Sad Young Men
Tim Franks Trio,Autumn Serenade
Soft Brush Touches,Vine Street
Tiril Brandt,Peace
The Jazz Cultivators,Try To Remember
Pearl Street Trio,Dreamsville
Mr. Right Time,What's Life Without You
Astoria Three,Beyond Belief
Bergsundet,Årstaviken
The Holly Molly Trio,Monk's Mood
The Uptown Players,In a Sentimental Mood
lanclier,Never Leave
Bibio,Curls
Elthia,i love you but you make me cry
Hudson Harris & Haim,For All We Know
Southside Players,A Nightingale Sang In Berkeley Square
Chris Rubeo,Lights
Lia Riggs Trio,You Go To My Head
John B. Stewart,Johnny Come Lately
Saginaw Society,Darn That Dream
