endTime,artistName,trackName,msPlayed
2021-09-28 19:15,The Blue Notes,Loki - If You Love Me (Really Love Me) (Episode 4) - Piano Rendition,152947
2021-09-29 04:52,Natalie Holt,"Gobi, 2012",75232
2021-09-29 04:53,L'Orchestra Cinematique,Loki - Epic Version,96128
2021-09-29 05:17,Natalie Holt,Lokius,9300
2021-09-29 05:19,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-29 05:22,Three Dog Night,Joy To The World,19670
2021-09-29 05:22,The Blue Notes,Loki - If You Love Me (Really Love Me) (Episode 4) - Piano Rendition,136556
2021-09-29 05:24,Brenda Lee,If You Love Me (Really Love Me),40090
2021-09-29 05:24,L'Orchestra Cinematique,Loki - Epic Version,78420
2021-09-29 05:27,Brenda Lee,If You Love Me (Really Love Me),142049
2021-09-29 05:30,Redbone,Come and Get Your Love - Single Version,205933
2021-09-29 05:33,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-29 05:37,Vikki Carr,It Must Be Him,171760
2021-09-29 05:39,Brenda Lee,If You Love Me (Really Love Me),122713
2021-09-29 05:40,Brenda Lee,If You Love Me (Really Love Me),41751
2021-09-29 05:42,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-29 05:45,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-29 05:47,Brenda Lee,If You Love Me (Really Love Me),120754
2021-09-29 05:49,Brenda Lee,If You Love Me (Really Love Me),109516
2021-09-29 05:51,One Direction,You & I - Piano Version,109813
2021-09-29 05:52,COIN,Malibu 1992,55260
2021-09-29 05:54,Taylor Swift,Cornelia Street,87073
2021-09-29 12:34,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),239540
2021-09-29 12:37,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-29 17:14,Brenda Lee,If You Love Me (Really Love Me),156403
2021-09-29 17:16,Brenda Lee,If You Love Me (Really Love Me),78830
2021-09-29 17:16,Brenda Lee,Emotions,16390
2021-09-29 18:55,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-29 18:59,Doris Day,Fly Me to the Moon (In Other Words),124696
2021-09-30 05:30,Doris Day,Fly Me to the Moon (In Other Words),8180
2021-09-30 05:33,Brenda Lee,If You Love Me (Really Love Me),160066
2021-09-30 05:38,Taylor Swift,Cornelia Street,287266
2021-09-30 05:41,Lana Del Rey,Blue Jeans,209440
2021-09-30 05:45,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),225053
2021-09-30 05:50,Lana Del Rey,Chemtrails Over The Country Club,271176
2021-09-30 05:53,Taylor Swift,betty,1720
2021-09-30 05:53,Taylor Swift,You Are In Love,181139
2021-09-30 05:56,Shawn Mendes,Like To Be You (feat. Julia Michaels),159400
2021-09-30 05:58,RADWIMPS,Nandemonaiya - movie ver.,95981
2021-09-30 06:01,Shawn Mendes,Like To Be You (feat. Julia Michaels),159400
2021-09-30 06:08,Julia Michaels,What A Time (feat. Niall Horan),3648
2021-09-30 06:11,Julia Michaels,What A Time (feat. Niall Horan),335976
2021-09-30 09:41,Natalie Holt,"Roxxcart, 2050",18450
2021-09-30 09:41,Noah Cyrus,July,7993
2021-09-30 12:53,The Blue Notes,Loki - If You Love Me (Really Love Me) (Episode 4) - Piano Rendition,84250
2021-09-30 12:55,Troye Sivan,could cry just thinkin about you - Full Version,158000
2021-09-30 12:56,Taylor Swift,Delicate - Recorded at The Tracking Room Nashville,46862
2021-09-30 13:00,Taylor Swift,Delicate - Recorded at The Tracking Room Nashville,185550
2021-09-30 13:39,Noah Cyrus,July,156106
2021-09-30 13:42,Justin Bieber,Love Yourself,233720
2021-09-30 13:45,Julia Michaels,What A Time (feat. Niall Horan),173306
2021-09-30 13:49,Shawn Mendes,Like To Be You (feat. Julia Michaels),159400
2021-09-30 13:53,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",243804
2021-09-30 13:58,Taylor Swift,Cornelia Street,287266
2021-09-30 19:21,Taylor Swift,gold rush,11969
2021-10-01 09:30,Mark Mothersbaugh,Thor: Ragnarok,69573
2021-10-01 09:34,Mark Mothersbaugh,Grandmaster Jam Session,197000
2021-10-01 09:35,Mark Mothersbaugh,What Heroes Do,97640
2021-10-01 09:35,Mark Mothersbaugh,Devil's Anus,3290
2021-10-01 14:00,KISS,Heaven's On Fire,10160
2021-10-01 14:01,Troye Sivan,EASE - Lontalius Remix,91790
2021-10-01 14:04,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",4350
2021-10-01 14:04,Conan Gray,People Watching,126920
2021-10-01 14:05,Charlie Puth,Dangerously,67180
2021-10-02 11:47,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),34760
2021-10-03 14:27,One Direction,Infinity,1857
2021-10-03 17:13,Antti Martikainen,The King of the Highlands,2540
2021-10-04 07:25,Niall Horan,Still,2995
2021-10-04 07:25,Justin Bieber,Love Yourself,1509
2021-10-04 07:25,Taylor Swift,Delicate - Recorded at The Tracking Room Nashville,4527
2021-10-04 07:25,Julia Michaels,What A Time (feat. Niall Horan),1578
2021-10-04 11:14,One Direction,Stockholm Syndrome,8384
2021-10-04 11:14,Niall Horan,Cross Your Mind,60614
2021-10-05 18:27,mehro,sky on fire,8190
2021-10-05 18:28,mehro,not alone,21500
2021-10-05 18:31,mehro,hideous,193803
2021-10-05 18:34,mehro,perfume,149668
2021-10-05 18:37,mehro,perfume,153717
2021-10-05 19:19,mehro,howling,104634
