endTime,artistName,trackName,msPlayed
2021-10-28 15:27,Jasleen Royal,"Ranjha (From ""Shershaah"")",228855
2021-10-28 15:31,Manan Bhardwaj,Chitta,228189
2021-10-28 15:35,Pritam,Shayad,247941
2021-10-28 15:39,B Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")",7048
2021-10-28 15:39,Sachet Tandon,Jug Jug Jeeve,199174
2021-10-28 15:50,Sachet Tandon,Jug Jug Jeeve,92300
2021-11-09 11:39,Sachet Tandon,Jug Jug Jeeve,199174
2021-11-09 11:45,Arkasia,Pandemonium - Original Mix,330682
2021-11-09 11:49,Sachet-Parampara,Chhor Denge,257416
2021-11-09 11:53,Ozzy Osbourne,"Mama, I'm Coming Home",251866
2021-11-09 11:56,John Denver,"Take Me Home, Country Roads",197813
2021-11-09 12:01,John Denver,"Take Me Home, Country Roads",277410
2021-11-09 12:05,Gregory Alan Isakov,Light Year,218400
2021-11-09 12:08,Gregory Alan Isakov,Dandelion Wine,184906
2021-11-10 16:01,A.R. Rahman,The Dichotomy Of Fame,50029
2021-11-10 16:18,Simran Hora,The Dark Side of the Gentleman,149380
2021-11-13 14:58,Arkasia,Pandemonium - Original Mix,58306
2021-11-13 15:00,Gregory Alan Isakov,This Empty Northern Hemisphere,86460
2021-11-13 15:21,Gregory Alan Isakov,This Empty Northern Hemisphere,213969
2021-11-13 16:22,Ozzy Osbourne,"Mama, I'm Coming Home",251866
2021-11-13 16:38,John Denver,"Take Me Home, Country Roads",157393
2021-11-13 16:42,John Denver,"Take Me Home, Country Roads",197813
2021-11-13 16:42,John Denver,"Take Me Home, Country Roads",3472
2021-11-13 16:47,Ozzy Osbourne,"Mama, I'm Coming Home",249140
2021-11-13 16:49,A.R. Rahman,The Dichotomy Of Fame,130680
2021-11-13 16:53,Simran Hora,The Dark Side of the Gentleman,189000
2021-11-13 16:57,John Swihart,"You're All Alone - From ""How I Met Your Mother: Season 8""",238400
2021-11-13 17:04,Anupam Roy,Bezubaan,341177
2021-11-13 17:09,Arijit Singh,Abar Phire Ele,307840
2021-11-14 02:55,The Paper Kites,Bloom (Online Bonus Track),209816
2021-11-14 03:07,Amber Run,I Found,131363
2021-11-14 16:08,Gregory Alan Isakov,This Empty Northern Hemisphere,300400
2021-11-15 15:46,John Swihart,"You're All Alone - From ""How I Met Your Mother: Season 8""",168660
2021-11-15 16:27,John Swihart,"You're All Alone - From ""How I Met Your Mother: Season 8""",238400
2021-11-15 17:01,Anupam Roy,Bezubaan,256704
2021-11-16 13:57,B Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")",182969
2021-11-16 16:15,B Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")",199880
2021-11-16 16:19,Tanishk Bagchi,Makhna,183000
2021-11-16 16:42,Vishal-Shekhar,"Ghungroo (From ""War"")",38764
2021-11-16 19:15,Tanishk Bagchi,Makhna,133060
2021-11-17 02:23,Cigarettes After Sex,Apocalypse,224859
2021-11-17 02:27,Visiteur,Royalty,204786
2021-11-17 02:29,Cigarettes After Sex,Kiss It Off Me,151493
2021-11-17 02:29,Japanese Breakfast,Head Over Heels,2610
2021-11-17 02:56,Adnan Dhool,Ho Ja Mast Malang Tu,387240
2021-11-17 11:49,John Denver,"Take Me Home, Country Roads",190859
2021-11-17 11:53,Ozzy Osbourne,"Mama, I'm Coming Home",248088
2021-11-17 11:56,John Denver,"Take Me Home, Country Roads",190160
2021-11-17 12:00,Gregory Alan Isakov,Light Year,218400
2021-11-17 12:03,Gregory Alan Isakov,Dandelion Wine,184906
2021-11-17 12:16,Prateek Kuhad,cold/mess,174453
2021-11-18 12:35,Andrew Applepie,Pokemon In NYC,221413
2021-11-18 12:41,Gregory Alan Isakov,This Empty Northern Hemisphere,300400
2021-11-18 12:56,Fink,Yesterday Was Hard On All Of Us,336253
2021-11-18 13:02,Fink,Looking Too Closely,310693
2021-11-18 13:22,Luke Sital-Singh,Dark,547013
2021-11-18 16:51,Anupam Roy,Je Kawta Din Reprise,326040
2021-11-18 17:06,Gregory Alan Isakov,Evelyn,99259
2021-11-18 17:23,Arctic Monkeys,Do I Wanna Know?,272394
2021-11-22 02:13,Pritam,Hardum Humdum,188000
2021-11-22 02:13,Pritam,Meri Tum Ho,31849
2021-11-22 02:18,Pritam,Aabaad Barbaad,309103
2021-11-22 02:21,Pritam,Hardum Humdum,188000
2021-11-22 02:21,Pritam,In Dino,0
2021-11-22 02:21,Pritam,Meri Tum Ho,1499
2021-11-22 02:29,Pritam,In Dino,397026
2021-11-22 02:33,Pritam,The Breakup Song,252631
2021-11-22 02:39,Pritam,Tum Mile - Love Reprise,303320
2021-11-22 02:41,Neeraj Shridhar,"Twist (From ""Love Aaj Kal"")",38428
2021-11-22 02:47,Mohit Chauhan,"Dooriyan (From ""Love Aaj Kal"")",337360
2021-11-22 03:04,Shankar-Ehsaan-Loy,Love Mashup 2015 (By DJ Chetas),3540
2021-11-22 03:14,Pritam,"Bulleya (From ""Ae Dil Hai Mushkil"")",348965
2021-11-22 03:15,Mohit Chauhan,"Dooriyan (From ""Love Aaj Kal"")",15145
2021-11-22 03:32,Pritam,The Breakup Song,194380
2021-11-23 08:03,Pritam,In Dino,370343
2021-11-23 08:09,Pritam,The Breakup Song,252631
2021-11-23 08:12,Pritam,Tum Mile - Love Reprise,174181
2021-11-23 08:14,Pritam,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",154884
2021-11-23 08:15,Jeet Gannguli,Love Mashup 2016 (By Kiran Kamath),20557
2021-11-23 08:25,Pritam,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",237187
2021-11-23 08:26,Pritam,"Butterfly (From ""Jab Harry Met Sejal"")",34403
2021-11-23 08:40,Pritam,"Bulleya (From ""Ae Dil Hai Mushkil"")",348965
2021-11-23 08:40,Mohit Chauhan,"Dooriyan (From ""Love Aaj Kal"")",17013
2021-11-23 08:40,Pritam,Alizeh,2973
2021-11-23 08:44,Pritam,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",237187
2021-11-23 08:47,Pritam,"Butterfly (From ""Jab Harry Met Sejal"")",161094
2021-11-23 09:13,Pritam,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",130900
2021-11-23 09:53,Pritam,Hardum Humdum,116524
