endTime,artistName,trackName,msPlayed
2021-10-02 17:48,League of Legends,Warriors,204586
2021-10-02 17:52,Alessia Cara,Out Of Love,227693
2021-10-02 17:55,Renee & Jeremy,Where Is My Mind?,156783
2021-10-02 17:58,Madison Beer,Selfish,223270
2021-10-02 18:02,Nessa Barrett,la di die (feat. jxdn),195191
2021-10-02 18:07,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 18:07,Leyla Blue,What A Shame,14509
2021-10-02 18:13,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 18:18,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,284610
2021-10-02 20:00,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 20:05,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 20:11,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 20:16,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 20:22,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 20:35,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-02 21:17,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,286476
2021-10-02 21:21,Leyla Blue,What A Shame,177200
2021-10-02 21:24,Anne-Marie,Alarm,205593
2021-10-02 21:25,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",6703
2021-10-02 21:28,Alexander Rybak,Fairytale,182640
2021-10-02 21:31,Ava Max,Not Your Barbie Girl,186520
2021-10-02 21:34,Sabrina Carpenter,Skin,174862
2021-10-04 11:58,Ava Max,Not Your Barbie Girl,40622
2021-10-04 12:01,Doja Cat,Boss Bitch,134151
2021-10-04 12:01,VINAI,Rise Up (feat. Vamero),8951
2021-10-04 12:02,Jack Prince,WILD,23743
2021-10-04 12:02,Bishop Briggs,Wild Horses,20497
2021-10-04 12:03,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,65174
2021-10-07 11:13,Burna Boy,Want It All (feat. Polo G),120018
2021-10-07 11:19,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,324498
2021-10-07 11:20,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,76161
2021-10-07 11:23,Leyla Blue,What A Shame,167951
2021-10-07 11:27,League of Legends,Warriors,17973
2021-10-07 11:27,Ava Max,Not Your Barbie Girl,186520
2021-10-07 11:30,Lauv,Superhero,179997
2021-10-07 11:33,Lauv,I Like Me Better,156484
2021-10-07 11:36,The Weeknd,Blinding Lights,200040
2021-10-07 11:39,Troye Sivan,Strawberries & Cigarettes,201538
2021-10-07 11:43,The Chainsmokers,Sick Boy,193200
2021-10-07 11:47,Marwa Loud,Bad boy,187844
2021-10-07 11:50,Caleb Hearn,"Brown Eyes, Brown Hair",186121
2021-10-07 11:52,BTS,Dynamite,83922
2021-10-07 14:45,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 14:50,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 14:55,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:01,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:06,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:11,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:16,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:21,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:26,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:31,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 15:34,Tanveer Evan,Maine Royaan (Lofi Remix),154262
2021-10-07 16:48,Tanveer Evan,Maine Royaan (Lofi Remix),305468
2021-10-07 16:53,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2021-10-07 16:55,Tanveer Evan,Maine Royaan (Lofi Remix),102963
2021-10-07 16:59,Tanveer Evan,Maine Royaan (Lofi Remix),109960
2021-10-10 15:15,Ezra Furman,Love You So Bad,219000
2021-10-10 15:17,Ezra Furman,Come Here Get Away from Me,69822
2021-10-10 15:21,Lady Gaga,Always Remember Us This Way,210188
2021-10-10 15:24,Sam Smith,Diamonds,213869
2021-10-10 15:28,DNCE,Toothbrush,231813
2021-10-10 15:31,Billie Eilish,Bored,180933
2021-10-10 15:36,Sam Smith,How Do You Sleep?,202204
2021-10-10 15:39,Doja Cat,Kiss Me More (feat. SZA),208666
2021-10-10 15:55,World's First Cinema,Red Run Cold - Twilight Version,225559
2021-10-20 17:13,CKay,love nwantiti (ah ah ah),14338
2021-10-20 17:16,Porsche Love,Moving On,151048
2021-10-20 17:19,Neon Dion,Halos,133584
2021-10-20 18:17,The Kid LAROI,STAY (with Justin Bieber),141805
2021-10-20 19:53,Trevor Daniel,Falling,24902
2021-10-22 02:09,Billie Eilish,lovely (with Khalid),4114
2021-10-22 02:09,Billie Eilish,lovely (with Khalid),200185
2021-10-22 02:09,Halsey,Sorry,30164
2021-10-22 02:13,Halsey,Sorry,220540
2021-10-22 02:16,Olivia O'Brien,hate u love u,175466
2021-10-22 02:20,Katelyn Tarver,You Don't Know,260851
2021-10-22 02:25,NF,Paralyzed,270453
2021-10-22 02:28,Alex & Sierra,Little Do You Know,185200
2021-10-22 02:31,Sasha Alex Sloan,Too Sad To Cry,208986
2021-10-22 02:35,Alessia Cara,Out Of Love,227693
2021-10-22 02:39,Jeremy Zucker,you were good to me,219146
2021-10-22 02:43,Elina,Champion,173237
2021-10-22 02:46,Billie Eilish,Six Feet Under,189613
2021-10-22 02:50,FINNEAS,Break My Heart Again,238012
2021-10-22 03:11,Daniel Schulz,Turn Back Time,206396
2021-10-22 19:57,Katy Perry,Unconditionally,0
2021-10-22 20:01,Katy Perry,Unconditionally,228878
2021-10-22 20:02,Katy Perry,Dark Horse,91301
2021-10-22 20:13,Swedish House Mafia,Moth To A Flame (with The Weeknd),42480
2021-10-23 02:24,James Arthur,Train Wreck,65
2021-10-23 02:24,James Arthur,Train Wreck,9614
2021-10-23 02:24,Halsey,Sorry,0
2021-10-23 02:24,Alec Benjamin,Let Me Down Slowly,577
2021-10-23 02:27,Halsey,Sorry,220540
2021-10-23 02:31,Alec Benjamin,Let Me Down Slowly,169353
2021-10-23 02:35,Bea Miller,like that,185440
2021-10-23 02:38,Rosie Darling,Coping,190266
2021-10-23 03:00,One Direction,18,22954
2021-10-23 03:26,One Direction,18,225676
2021-10-23 03:31,Ruth B.,If By Chance,303653
2021-10-23 03:47,Harry Styles,Falling,228819
2021-10-25 02:28,Harry Styles,Falling,436
2021-10-25 02:32,Ruth B.,If By Chance,225156
2021-10-25 02:33,Ruth B.,If By Chance,78526
2021-10-25 02:36,WYLDE,Island,135485
2021-10-25 02:39,Kurt Hugo Schneider,Someone You Loved - Acoustic,162272
2021-10-25 02:43,Alessia Cara,Out Of Love,227693
2021-10-25 02:46,Elina,Champion,173237
2021-10-25 02:50,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,207904
2021-10-25 02:54,Daniel Schulz,Turn Back Time,223561
2021-10-25 02:56,Dan Berk,Solo,144449
2021-10-26 18:18,Swedish House Mafia,Moth To A Flame (with The Weeknd),4887
2021-10-26 21:05,Billie Eilish,you should see me in a crown,45738
2021-10-27 02:34,Dan Berk,Solo,200760
2021-10-27 02:38,Elina,Champion,173237
2021-10-27 02:40,Shawn Mendes,Perfectly Wrong,151877
2021-10-27 02:41,Shawn Mendes,Perfectly Wrong,60918
2021-10-27 02:45,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,207904
2021-10-27 02:48,Billie Eilish,when the party's over,196077
2021-10-27 02:52,We The Kings,Sad Song (feat. Elena Coats),226330
2021-10-27 02:56,Lewis Capaldi,Bruises,220492
2021-10-27 02:59,Nick Wilson,Everybody But Me,184633
2021-10-27 03:03,Sofia Karlberg,Lonely Together,187794
2021-10-27 03:06,Dean Lewis,Be Alright,196373
2021-10-27 03:10,Jagwar Twin,WONDER (reimagined by Jagwar Twin),221884
2021-10-27 03:14,SHY Martin,Slow,163547
2021-10-27 03:16,WYLDE,Island,135485
2021-10-27 03:19,MKTO,Wasted,184213
2021-10-27 03:22,Demi Lovato,Stone Cold,191307
