endTime,artistName,trackName,msPlayed
2021-09-29 18:31,Lil Uzi Vert,Ronda (Winners),11840
2021-10-01 16:07,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Trailer - Virus 2062 with Ali Fazal & Richa Chadha ,65987
2021-10-01 17:01,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 1: Kahani Mere Bachpan Ki,961027
2021-10-01 17:23,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 2: Main Future Se Aaya Hun,1139681
2021-10-01 17:52,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 3: Ashwamegh,1144935
2021-10-01 19:53,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 4 : Future Pe Yakeen Karo,443638
2021-10-01 20:06,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 4 : Future Pe Yakeen Karo,657595
2021-10-01 20:26,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 5 : Khwabon Ke Us Paar,1081068
2021-10-01 20:50,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 6 : Bhavishya Ka Itihaas,1044012
2021-10-01 21:06,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 7 : Qayamat Nazdeek Hai,942841
2021-10-01 21:21,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 8 : Abra Ca Dabra,877627
2021-10-01 21:41,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 9 : Kaalchakra,1167253
2021-10-01 21:44,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Bonus Trailer: Duniya Bachane Ke Liye Taiyaar Ho?,2201
2021-10-01 22:07,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Episode 10 : Patient Zero,1214047
2021-10-01 22:10,Virus 2062 with Ali Fazal & Richa Chadha (Hindi Audio Thriller Podcast),Bonus Trailer: Duniya Bachane Ke Liye Taiyaar Ho?,127881
2021-10-08 16:27,Rick Astley,Never Gonna Give You Up,26570
2021-10-09 10:46,Caso 63,T1E10: Paciente Cero,96989
2021-10-09 19:40,The Mythpat Podcast,Old Mythpat,103528
2021-10-09 20:03,The Mythpat Podcast,Old Mythpat,1248155
2021-10-20 05:36,The Mythpat Podcast,Techno Gamerz on the life of a gamer,322261
2021-10-21 01:10,The Mythpat Podcast,10 Million Subscribers,100438
2021-10-22 21:29,The Mythpat Podcast,10 Million Subscribers,624604
