endTime,artistName,trackName,msPlayed
2021-10-21 05:56,Manan Bhardwaj,Chitta,30001
2021-11-24 13:35,Zaba,Broken Soul Anthem,182736
2022-02-08 08:30,Notaker,Terra,3895
2022-04-16 21:49,Notaker,Just Close Your Eyes,92735
2022-04-25 06:26,Notaker,Just Close Your Eyes,16807
2022-04-25 06:30,Zion & Lennox,Yo Voy (feat. Daddy Yankee),232019
2022-05-06 14:50,PUBLIC,Make You Mine,6034
2022-05-06 14:54,PUBLIC,Make You Mine,226873
2022-05-06 14:56,PUBLIC,Missing You Today,157561
2022-05-06 14:56,Faryn Brown,Don't Give Up On Me (From FIve Feet Apart),14485
2022-05-06 14:57,Sam and Sounds,Cloud 9,9959
2022-05-06 14:57,PUBLIC,Make You Mine,692
2022-05-06 14:57,Ten Towers,Mine,2208
2022-05-06 14:57,Pink Sweat$,At My Worst,1532
2022-05-06 14:57,Take Me To Your Best Friends House,Tongue Tied,2208
2022-05-06 14:57,Taba Chake,Walk With Me,687
2022-05-06 15:00,Harry Styles,As It Was,167281
2022-05-06 15:01,Gavin Leatherwood,Be My Lover,45972
2022-05-06 15:05,Jon Bellion,All Time Low,219448
2022-05-06 15:09,Cheat Codes,No Promises (feat. Demi Lovato),223528
2022-05-06 15:12,Jonas Blue,Perfect Strangers,196614
2022-05-06 15:15,Justin Bieber,What Do You Mean?,205680
2022-05-06 15:19,Major Lazer,Cold Water,185166
2022-05-06 15:22,Zedd,Happy Now,7955
2022-05-06 15:22,Calvin Harris,Outside (feat. Ellie Goulding),227314
2022-05-06 15:26,Calvin Harris,Summer,222580
2022-05-06 15:27,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),51975
2022-05-06 15:31,The Chainsmokers,Paris,221507
2022-05-06 15:34,Zedd,Beautiful Now,218294
2022-05-06 15:38,Zedd,The Middle,184733
2022-05-06 15:41,Zedd,Funny,221466
2022-05-06 15:54,Zedd,Stay,197425
2022-05-06 18:11,Zedd,Stay,908
