endTime,artistName,trackName,msPlayed
2022-10-14 16:10,Marshmello,Be Kind (with Halsey),9362
2022-10-15 16:32,majiko,Kokoronashi,273583
2022-10-15 16:44,majiko,Kokoronashi,118220
2022-10-17 09:26,DripReport,Skechers,59550
2022-10-18 06:15,Alan Walker,Extremes,149508
2022-10-18 06:20,Flight School,Figure It Out,221483
2022-10-18 06:23,Marshmello,Numb,155588
2022-10-18 06:33,KSHMR,Carry Me Home (feat. Jake Reese),191250
2022-10-18 06:39,benny blanco,Bad Decisions (with BTS & Snoop Dogg),61444
2022-10-18 06:52,Cheat Codes,I Remember,75412
2022-10-18 09:54,Cheat Codes,I Remember,13258
2022-10-18 11:16,Two Friends,Chloe (feat. Jutes),0
2022-10-18 11:16,The Chainsmokers,Takeaway,0
2022-10-18 11:16,Flight School,Somebody's Gonna Love You,0
2022-10-18 11:17,The Chainsmokers,Takeaway,0
2022-10-18 11:20,Cheat Codes,I Remember,897
2022-10-18 11:20,benny blanco,Bad Decisions (with BTS & Snoop Dogg),2842
2022-10-18 11:20,Two Friends,Chloe (feat. Jutes),178081
2022-10-18 11:20,The Chainsmokers,Takeaway,401
2022-10-18 11:20,Justin Bieber,Lonely (with benny blanco),241
2022-10-18 11:21,Flight School,Somebody's Gonna Love You,64176
2022-10-18 11:22,KSHMR,Carry Me Home (feat. Jake Reese),98314
2022-10-18 11:24,Lost Kings,Too Far Gone,116629
2022-10-18 11:27,Marshmello,Silence,180822
2022-10-18 11:27,Juice WRLD,Come & Go (with Marshmello),0
2022-10-18 11:34,Marshmello,Silence,360089
2022-10-18 11:37,Marshmello,Silence,180822
2022-10-18 11:40,Marshmello,Silence,180822
2022-10-18 11:43,Marshmello,Silence,180822
2022-10-18 11:55,Marshmello,Silence,40843
2022-10-20 05:40,Halsey,Without Me,2400
2022-10-20 05:44,Ed Sheeran,One Life,231546
2022-10-20 05:46,Surfaces,Come With Me,112370
2022-10-20 05:49,Justin Bieber,Hold On,170813
2022-10-20 05:52,Marshmello,Silence,180822
2022-10-20 06:03,The Kid LAROI,STAY (with Justin Bieber),49664
2022-10-20 09:54,Mik,I Really Want to Stay at Your House (Cyberpunk Edgerunners Lofi),0
2022-10-20 09:54,KXV,NEED YOU NOW,0
2022-10-20 09:54,Marshmello,Bye Bye,58190
2022-10-20 09:54,Mattyyym,I Really Want to Stay At Your House,0
2022-10-20 09:54,Sam Smith,Unholy (feat. Kim Petras) - Disclosure Remix,0
2022-10-20 09:54,VIBIE,Kesariya - Lofi Flip,0
2022-10-21 06:47,hrishi,like a ghost,146840
2022-10-21 06:47,When Chai Met Toast,Break Free,10540
2022-10-21 06:50,Caslow,City Lights,192984
2022-10-21 06:54,KAYDEN,fine,190312
2022-10-21 06:56,dreamr.,Runaway Kids,22833
2022-10-21 06:56,Stellar,Bad Dream,147840
2022-10-21 07:17,Louis Tomlinson,Two of Us,13370
2022-10-21 07:17,The Unlikely Candidates,Oh My Dear Lord,192500
2022-10-21 07:17,Arrested Youth,VANS,780
2022-10-21 07:24,Unlike Pluto,Oh Raven (Sing Me A Happy Song),274565
2022-10-21 07:38,Stephen,Play Me Like A Violin,232176
2022-10-21 07:42,Arc North,Horns (Arc North Remix),225897
2022-10-21 07:46,MISSIO,Everybody Gets High,2248
2022-10-21 07:46,grandson,Despicable,223893
2022-10-21 07:50,grandson,Despicable,223893
2022-10-21 07:52,MISSIO,Everybody Gets High,168786
2022-10-21 07:54,Najoua Belyzel,Au féminin,6090
2022-10-21 07:54,Indila,Dernière danse,95900
2022-10-21 07:54,Hoshi,Et même après je t'aimerai,6330
2022-10-21 07:57,Machine Gun Kelly,DAYWALKER! (feat. CORPSE),137746
2022-10-21 07:57,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",1540
